Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Nombre_1,Nombre_12,Nombre_12_
Accidentes,"julio 12, 2014",Accidentes o incidentes,46.056,50,6,20.106,102,10,"14,63","-92,24",PRELIMINAR: AFECTACIONES POR LLUVIAS Y VIENTOS FUERTES,Soconusco,Suchiate,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 16, 2014",HidrometeorolÛgicos,46.198,1,1,227,93,5,"16,73","-92,64",AFECTACIONES POR LLUVIAS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Contingencia Ambiental,"julio 31, 2014",Sanitarios,46.72,26,5,20.119,115,1,"16,76","-93,11",ENCHARCAMIENTO DE AGUAS NEGRAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 1, 2014",HidrometeorolÛgicos,46.743,1,1,251,115,1,"16,75","-93,10",REPORTE LLUVIAS TGZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"agosto 13, 2014",Acciones de PrevenciÛn,47.126,52,8,20.067,63,8,"17,61","-93,19","LIMPIEZA Y DESASOLVE DE DRENES PLUVIALES, ALCANTARILLAS Y ARROYOS",Norte,Ju·rez,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 20, 2014",HidrometeorolÛgicos,47.339,1,1,252,117,10,"15,15","-92,42",ENCHARCAMIENTO EN PATIOS,Soconusco,Tuzant·n,TUZANT¡N
Tormenta Tropical,"agosto 21, 2014",HidrometeorolÛgicos,47.375,5,1,15.832,104,10,"14,88","-92,30",AFECTACIONES POR FUERTE LLUVIAS,Soconusco,Tapachula,LA PRIMAVERA
PrecipitaciÛn,"agosto 28, 2014",HidrometeorolÛgicos,47.65,1,1,251,115,1,"16,75","-93,11",LLUVIAS EN TUXTLA GUTIERREZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"agosto 28, 2014",HidrometeorolÛgicos,47.656,3,1,251,115,1,"16,75","-93,11",ONDA TROPICAL 24 Y 25,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
PrecipitaciÛn,"agosto 30, 2014",HidrometeorolÛgicos,47.71,1,1,251,115,1,"16,74","-93,17",LECTURA DEL PROCEDA,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"agosto 30, 2014",HidrometeorolÛgicos,47.735,3,1,5.5,49,11,"15,67","-92,13",ENCHARCAMIENTOS POR LLUVIAS.,Sierra Mariscal,Frontera Comalapa,AGUA ZARCA
Onda tropical,"agosto 30, 2014",HidrometeorolÛgicos,47.736,3,1,20.074,70,10,"14,83","-92,19",DESLAVE DE PE—ASCO POR LLUVIAS,Soconusco,Metapa,CABECERA MUNICIPAL
Onda tropical,"agosto 30, 2014",HidrometeorolÛgicos,47.74,3,1,20.023,19,12,"16,85","-92,08",VIVIENDAS AFECTADAS.,Selva Lacandona,Altamirano,CABECERA MUNICIPAL
Onda tropical,"agosto 30, 2014",HidrometeorolÛgicos,47.741,3,1,20.094,90,15,"16,36","-92,37",AFECTACIONES POR PASO DE LA O.T. 25,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Onda tropical,"agosto 30, 2014",HidrometeorolÛgicos,47.742,3,1,20.021,17,4,"16,56","-92,81",ENCHARCAMIENTO DE VIVIENDA,De los Llanos,Acala,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 30, 2014",HidrometeorolÛgicos,47.746,1,1,20.08,76,2,"16,76","-93,37",AFECTACCIONES POR PASO O T25,Valles Zoque,Ocozocoautla de Espinosa,CABECERA MUNICIPAL
Onda tropical,"agosto 31, 2014",HidrometeorolÛgicos,47.757,3,1,20.122,118,15,"16,18","-92,19",ENCHARCAMIENTO CABECERA MUNICIPAL,Meseta Comiteca Tojolabal,Tzimol,CABECERA MUNICIPAL
DepresiÛn tropical,"agosto 31, 2014",HidrometeorolÛgicos,47.794,4,1,251,115,1,"16,75","-93,11",DEPRESION TROPICAL,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Desasolves y Cierre de Ventanas,"septiembre 2, 2014",Acciones de PrevenciÛn,47.866,173,8,2.041,117,10,"15,11","-92,45",DESASOLVE DE DREN TEJERIA,Soconusco,Tuzant·n,PRIMER CANT”N
PrecipitaciÛn,"septiembre 2, 2014",HidrometeorolÛgicos,47.886,1,1,20.119,115,1,"16,75","-93,10",LLUVIAS EN TUXTLA GUTIERREZ,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 7, 2014",Acciones de PrevenciÛn,48.068,52,8,20.119,115,1,"16,76","-93,16",INDUNDACION DE CASA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 11, 2014",HidrometeorolÛgicos,48.209,1,1,20.119,115,1,"16,74","-93,10",LECTURA DEL PROCEDA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 12, 2014",HidrometeorolÛgicos,48.247,1,1,20.119,115,1,"16,75","-93,10",LECTURA DEL PROCEDA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 12, 2014",HidrometeorolÛgicos,48.274,1,1,175,36,3,"17,10","-93,21",VIVIENDA CON ENCHARCAMIENTO EN EL INTERIOR,Mezcalapa,Copainal·,COPAINAL¡
PrecipitaciÛn,"septiembre 12, 2014",HidrometeorolÛgicos,48.276,1,1,20.036,32,2,"16,68","-93,72",PRELIMINAR; ENCHARCAMIENTO EN VIVIENDAS,Valles Zoque,Cintalapa,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 14, 2014",HidrometeorolÛgicos,48.351,1,1,20.108,104,10,"14,90","-92,27",ENCHARCAMIENTO DE VIVIENDAS,Soconusco,Tapachula,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 14, 2014",HidrometeorolÛgicos,48.411,1,1,20.032,28,7,"17,00","-92,89",AFECTACI”N POR LLUVIAS,De Los Bosques,Bochil,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 17, 2014",HidrometeorolÛgicos,48.485,1,1,20.066,62,7,"17,06","-92,86",DESAZOLVE DE CUNETAS POR LLUVIAS,De Los Bosques,Jitotol,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 19, 2014",HidrometeorolÛgicos,48.58,1,1,201,66,9,"15,45","-92,88",ENCHARCAMIENTOS EN VIVIENDAS,Istmo-Costa,Mapastepec,MAPASTEPEC
PrecipitaciÛn,"septiembre 20, 2014",HidrometeorolÛgicos,48.598,1,1,20.09,86,10,"15,21","-92,57",ENCHARCAMIENTOS EN VIVIENDAS,Soconusco,Villa Comaltitl·n,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 20, 2014",HidrometeorolÛgicos,48.6,1,1,20.022,18,10,"15,28","-92,68",ENCHARCAMIENTOS EN VIVIENDAS,Soconusco,Acapetahua,CABECERA MUNICIPAL
Verificaciones,"septiembre 20, 2014",Acciones de PrevenciÛn,48.602,52,8,20.119,115,1,"16,75","-93,16",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 20, 2014",Acciones de PrevenciÛn,48.621,52,8,20.119,115,1,"16,76","-93,19",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 20, 2014",HidrometeorolÛgicos,48.626,1,1,251,115,1,"16,75","-93,10",LLUVIAS EN TUXTLA GUTIERREZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
PrecipitaciÛn,"septiembre 20, 2014",HidrometeorolÛgicos,48.637,1,1,20.09,86,10,"15,22","-92,58",VILLA COMALTITL√ÅN POR DESBORDAMIENTO DEL RIO CHALACA,Soconusco,Villa Comaltitl·n,CABECERA MUNICIPAL
Verificaciones,"septiembre 20, 2014",Acciones de PrevenciÛn,48.641,52,8,20.119,115,1,"16,74","-93,18",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 20, 2014",Acciones de PrevenciÛn,48.642,52,8,20.119,115,1,"16,75","-93,18",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 20, 2014",Acciones de PrevenciÛn,48.645,52,8,20.119,115,1,"16,75","-93,18",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 20, 2014",Acciones de PrevenciÛn,48.646,52,8,20.119,115,1,"16,75","-93,12",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 20, 2014",Acciones de PrevenciÛn,48.655,52,8,171,32,2,"16,70","-93,73",VERIFICACI”N DE VIVIENDA,Valles Zoque,Cintalapa,CINTALAPA DE FIGUEROA
DepresiÛn tropical,"septiembre 21, 2014",HidrometeorolÛgicos,48.662,4,1,5.44,47,10,"15,32","-92,66",DESLAVE DE CERRO,Soconusco,Escuintla,EL ARENAL
PrecipitaciÛn,"septiembre 21, 2014",HidrometeorolÛgicos,48.69,1,1,251,115,1,"16,74","-93,12",LLUVIAS EN TUXTLA GUTIERREZ.,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"septiembre 21, 2014",Acciones de PrevenciÛn,48.695,52,8,20.119,115,1,"16,76","-93,12",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 28, 2014",Acciones de PrevenciÛn,49.117,52,8,20.119,115,1,"16,74","-93,10",CASA INUNDADA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 29, 2014",HidrometeorolÛgicos,49.148,1,1,20.08,76,2,"16,77","-93,37",AFECTACCIONES PRELIMINARES POR LLUVIAS FUERTES,Valles Zoque,Ocozocoautla de Espinosa,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 29, 2014",HidrometeorolÛgicos,49.151,1,1,166,42,1,"16,71","-93,01",ENCARCAMIENTO DE VIVIENDAS,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
Encharcamiento,"septiembre 28, 2014",HidrometeorolÛgicos,49.155,69,1,7.389,55,10,"15,07","-92,59",ENTREGA DE DESPENSAS A LOS POBLADOS DE ALTAMIRA Y LAS MORENAS POR ENCHARCAMIENTOS EN ESTA TEMPORADAS DE LLUVIAS,Soconusco,Huixtla,ALTAMIRA (LA PROVIDENCIA)
Hundimiento,"septiembre 29, 2014",GeolÛgicos,49.162,47,3,20.119,115,1,"16,77","-93,12",CASA INUNDADA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 29, 2014",HidrometeorolÛgicos,49.175,1,1,250,116,10,"14,96","-92,15",AFECTACIONES POR LAS LLUVIAS,Soconusco,Tuxtla Chico,TUXTLA CHICO
Verificaciones,"septiembre 29, 2014",Acciones de PrevenciÛn,49.178,52,8,20.119,115,1,"16,75","-93,13",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Persona Asaltada,"septiembre 29, 2014",Accidentes o incidentes,49.18,137,6,20.119,115,1,"16,76","-93,14",PERSONA LESIONADA POR INUNDACI”N,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 29, 2014",HidrometeorolÛgicos,49.202,1,1,7.574,35,6,"16,11","-92,68",VIVIENDAS ENCHARCADAS Y TECHOS AFECTADOS POR FUERTES VIENTOS Y LLUVIAS,Frailesca,La Concordia,DOLORES
PrecipitaciÛn,"septiembre 30, 2014",HidrometeorolÛgicos,49.205,1,1,1.649,44,3,"16,92","-93,11",AFECTACION EN VIVIENDAS,Mezcalapa,ChicoasÈn,VISTAHERMOSA
Tormenta Tropical,"septiembre 30, 2014",HidrometeorolÛgicos,49.222,5,1,659,117,10,"15,15","-92,42",FUERTES LLUVIAS EN TUZANTAN,Soconusco,Tuzant·n,CANT”N EL HULAR
Verificaciones,"octubre 1, 2014",Acciones de PrevenciÛn,49.252,52,8,771,98,4,"16,24","-92,35",REBALSE DE LAGUNA DE LA COMUNIDAD SAN ANTONIO COPALAR,De los Llanos,Socoltenango,SAN ANTONIO CRUCILA
Contingencia Ambiental,"septiembre 29, 2014",Sanitarios,49.293,26,5,20.145,20.141,6,"16,38","-93,00",ENCHARCAMIENTO DE ESC. PRIMARIA POR AGUAS NEGRAS.,Frailesca,El Parral,CABECERA MUNICIPAL
PrecipitaciÛn,"octubre 4, 2014",HidrometeorolÛgicos,49.377,1,1,147,18,10,"15,28","-92,68",EFECTACIONES A VIVIENDAS POR VIENTOS Y LLUVIA,Soconusco,Acapetahua,ACAPETAHUA
Verificaciones,"octubre 7, 2014",Acciones de PrevenciÛn,49.5,52,8,20.119,115,1,"16,74","-93,12",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Baja PresiÛn,"octubre 11, 2014",HidrometeorolÛgicos,49.678,2,1,6.431,52,10,"15,05","-92,45",INUNDACION DE VIVIENDAS,Soconusco,Huehuet·n,CANT”N SAN LUIS
PrecipitaciÛn,"octubre 12, 2014",HidrometeorolÛgicos,49.692,1,1,1.537,116,10,"14,89","-92,23",AFECTACION DE VIVIENDAS POR ENCHARCAMIENTO,Soconusco,Tuxtla Chico,EL SACRIFICIO
Baja PresiÛn,"octubre 13, 2014",HidrometeorolÛgicos,49.704,2,1,20.087,83,8,"17,51","-93,11","ALERTAMIENTO FF, NUM 7",Norte,Pichucalco,CABECERA MUNICIPAL
PrecipitaciÛn,"octubre 13, 2014",HidrometeorolÛgicos,49.723,1,1,178,47,10,"15,32","-92,65",LLUVIAS TORRENCIALES,Soconusco,Escuintla,ESCUINTLA
Frente FrÌo,"octubre 13, 2014",HidrometeorolÛgicos,49.724,61,1,20.062,58,8,"17,43","-93,10",AFECTACIONES EN VIVIENDAS POR FRENTE FRIO NUM.07,Norte,Ixtacomit·n,CABECERA MUNICIPAL
Frente FrÌo,"octubre 13, 2014",HidrometeorolÛgicos,49.729,61,1,20.103,99,8,"17,43","-93,03",AFECTACIONES EN VIVIENDAS POR FRENTE FRIO NUM.07,Norte,Solosuchiapa,CABECERA MUNICIPAL
Frente FrÌo,"octubre 13, 2014",HidrometeorolÛgicos,49.731,61,1,3.465,46,14,"17,17","-92,15",AFECTACIONES EN VIVIENDAS POR FRENTE FRIO NUM. 07,Tulij· Tseltal-Chol,ChilÛn,CENTRO CHICH
Onda tropical,"octubre 13, 2014",HidrometeorolÛgicos,49.732,3,1,147,18,10,"15,28","-92,70",ENCHARCAMIENTO DE VIVIENDAS ACAPETAHUA,Soconusco,Acapetahua,ACAPETAHUA
Onda tropical,"octubre 13, 2014",HidrometeorolÛgicos,49.733,3,1,184,55,10,"15,14","-92,46",ENCHARCAMIENTO DE VIVIENDAS HUIXTLA,Soconusco,Huixtla,HUIXTLA
Onda tropical,"octubre 13, 2014",HidrometeorolÛgicos,49.734,3,1,7.765,117,10,"15,15","-92,42",ENCHARCAMIENTO DE VIVIENDAS EN TUZANTAN,Soconusco,Tuzant·n,TERCER CANT”N LA CURVA
Onda tropical,"octubre 13, 2014",HidrometeorolÛgicos,49.735,3,1,181,52,10,"15,02","-92,40",ENCHARCAMIENTO DE VIVIENDAS EN HUEHUETAN,Soconusco,Huehuet·n,HUEHUET¡N
PrecipitaciÛn,"octubre 14, 2014",HidrometeorolÛgicos,49.74,1,1,20.11,106,7,"17,25","-93,01",ENCHARCAMIENTOS EN VIVIENDAS,De Los Bosques,Tapilula,CABECERA MUNICIPAL
PrecipitaciÛn,"octubre 14, 2014",HidrometeorolÛgicos,49.748,1,1,2.041,117,10,"15,15","-92,42",FUERTES LLUVIAS EN TUZANTAN,Soconusco,Tuzant·n,PRIMER CANT”N
Baja PresiÛn,"octubre 14, 2014",HidrometeorolÛgicos,49.766,2,1,7.817,86,10,"15,13","-92,63","ENCHARCAMIENTO EN RANCHERÕA SAN MIGUEL, LOS TOCAYOS Y EMILIANO ZAPATA",Soconusco,Villa Comaltitl·n,SAN MIGUEL
Onda tropical,"octubre 14, 2014",HidrometeorolÛgicos,49.773,3,1,8.463,69,10,"14,81","-92,50",AFECTACIONES POR LLUVIAS EN LOCALIDADES DE VILLA MAZATAN,Soconusco,Mazat·n,DIECINUEVE DE ABRIL
Afectaciones por lluvias,"octubre 14, 2014",HidrometeorolÛgicos,49.804,80,1,20.087,83,8,"17,52","-93,11",AFECTACIONES POR FRENTE FRIO NO. 7,Norte,Pichucalco,CABECERA MUNICIPAL
Baja PresiÛn,"octubre 15, 2014",HidrometeorolÛgicos,49.824,2,1,20.024,20,8,"17,31","-92,85",PRELIMINAR AFECTACIONES AMATAN POR EL FF7,Norte,Amat·n,CABECERA MUNICIPAL
PrecipitaciÛn,"octubre 22, 2014",HidrometeorolÛgicos,50.106,1,1,20.108,104,10,"14,89","-92,27",PRELIMINAR ENCHARCAMIENTO DE VIVIENDAS,Soconusco,Tapachula,CABECERA MUNICIPAL
Baja PresiÛn,"octubre 23, 2014",HidrometeorolÛgicos,50.149,2,1,1.832,105,7,"17,09","-92,88",AFECTACION DE VIVIENDA.,De Los Bosques,Tapalapa,ARROYO SECO
Frente FrÌo,"octubre 23, 2014",HidrometeorolÛgicos,50.161,61,1,3.211,110,14,"17,23","-92,41",EVACUACI”N PREVENTIVA,Tulij· Tseltal-Chol,Tila,PETALCINGO
DepresiÛn tropical,"octubre 22, 2014",HidrometeorolÛgicos,50.168,4,1,20.091,87,7,"17,16","-92,90",EVALUACI”N PRELIMINAR,De Los Bosques,Pueblo Nuevo Solistahuac·n,CABECERA MUNICIPAL
Encharcamiento,"octubre 24, 2014",HidrometeorolÛgicos,50.197,69,1,20.034,30,10,"14,99","-92,16",ENCHARCAMIENTO DE VIVIENDA,Soconusco,Cacahoat·n,CABECERA MUNICIPAL
PrecipitaciÛn,"octubre 25, 2014",HidrometeorolÛgicos,50.207,1,1,20.035,31,13,"16,74","-93,07",DESBORDAMIENTO DEL RIO CHICO,Maya,Catazaj·,CABECERA MUNICIPAL
Verificaciones,"noviembre 15, 2014",Acciones de PrevenciÛn,50.909,52,8,20.119,115,1,"16,74","-93,07",INDUNDACION DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"noviembre 17, 2014",HidrometeorolÛgicos,50.962,1,1,20.093,89,8,"17,87","-93,16",AFECTACIONES POR EL FF12,Norte,Reforma,CABECERA MUNICIPAL
PrecipitaciÛn,"noviembre 17, 2014",HidrometeorolÛgicos,50.963,1,1,20.116,112,4,"16,54","-92,68",AFECTACIONES POR EL FF12,De los Llanos,Totolapa,CABECERA MUNICIPAL
PrecipitaciÛn,"noviembre 17, 2014",HidrometeorolÛgicos,50.965,1,1,1.667,63,8,"17,60","-93,19",AFECTACIONES POR EL FF12,Norte,Ju·rez,EL PARAÕSO
Frente FrÌo,"noviembre 17, 2014",HidrometeorolÛgicos,50.984,61,1,20.087,83,8,"17,52","-93,11",VIVIENDAS CON ENCHARCAMIENTO,Norte,Pichucalco,CABECERA MUNICIPAL
DepresiÛn tropical,"noviembre 24, 2014",HidrometeorolÛgicos,51.197,4,1,216,80,13,"17,51","-91,99",HIDROMETEROLOGICO,Maya,Palenque,PALENQUE
Desasolves y Cierre de Ventanas,"noviembre 30, 2014",Acciones de PrevenciÛn,51.396,173,8,956,99,8,"17,43","-93,03",LIMPEZA Y DEZASOLVE EN EJ. MONTE OREB,Norte,Solosuchiapa,MONTE HOREB
Frente FrÌo,"enero 3, 2015",HidrometeorolÛgicos,52.504,61,1,20.081,77,8,"17,41","-93,35",PRELIMINAR AFECTACION FRENTE FRIO NO. 23,Norte,Ostuac·n,CABECERA MUNICIPAL
Baja PresiÛn,"enero 4, 2015",HidrometeorolÛgicos,52.511,2,1,1.548,83,8,"17,42","-93,33",PRELIMINAR AFECTACI”N FRENTE FRIO NO. 23,Norte,Pichucalco,IGNACIO ZARAGOZA BAJO
PrecipitaciÛn,"enero 8, 2015",HidrometeorolÛgicos,52.691,1,1,20.064,60,8,"17,52","-93,01",AFECTACIONES FF25,Norte,Ixtapangajoya,CABECERA MUNICIPAL
PrecipitaciÛn,"enero 15, 2015",HidrometeorolÛgicos,52.928,1,1,160,31,13,"17,72","-92,01",ENCHARCAMIENTO EN UNA ESCUELA FF26,Maya,Catazaj·,CATAZAJ¡
Inundacion Pluvial,"enero 19, 2015",HidrometeorolÛgicos,53.1,68,1,9.347,113,15,"16,12","-92,06",VERIFICACI”N DE INUNDACI”N POR DESPLAYE DE LAGUNA,Meseta Comiteca Tojolabal,La Trinitaria,TZISCAO
Verificaciones,"enero 23, 2015",Acciones de PrevenciÛn,53.268,52,8,20.119,115,1,"16,75","-93,07",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"enero 28, 2015",Acciones de PrevenciÛn,53.52,52,8,2.46,63,8,"17,61","-93,20",AFECTACI”N POR RETENCI”N DE AGUA POR INTRODUCCI”N DE LÕNEAS DE 36,Norte,Ju·rez,SANTA CRUZ TEPATE ABAJO
PrecipitaciÛn,"marzo 25, 2015",HidrometeorolÛgicos,56.343,1,1,20.119,115,1,"16,76","-93,15",TARJETA INFORMATIVA RESPECTO A CURSO EN EL CENTRO HIDROMETEOROLOGICO REGIONAL,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"abril 13, 2015",HidrometeorolÛgicos,57.143,1,1,20.076,72,11,"15,37","-92,25",VIVIENDAS CON ENCHARCAMIENTO,Sierra Mariscal,Motozintla,CABECERA MUNICIPAL
Desasolves y Cierre de Ventanas,"abril 30, 2015",Acciones de PrevenciÛn,57.938,173,8,174,34,15,"16,25","-92,14",DESASOLVE DE ALCANTARILLO,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
PrecipitaciÛn,"mayo 1, 2015",HidrometeorolÛgicos,57.969,1,1,240,104,10,"14,91","-92,26",PRELIMINAR: AFECTACIONES EN PALAPAS POR OLEAJE ALTO,Soconusco,Tapachula,TAPACHULA DE C”RDOVA Y ORD”—EZ
Encharcamiento,"mayo 2, 2015",HidrometeorolÛgicos,57.998,69,1,6.799,102,10,"14,56","-92,25",ENCHARCAMIENTO EN CASAS DE MADERA POR ALTO OLEAJE,Soconusco,Suchiate,BRISAS DEL SUCHIATE
PrecipitaciÛn,"mayo 3, 2015",HidrometeorolÛgicos,58.037,1,1,20.119,115,1,"16,75","-93,11",ALERTAMIENTO POR EFECTOS DE MAR DE FONDO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 5, 2015",HidrometeorolÛgicos,58.094,1,1,1.54,123,14,"17,17","-92,33",AFECTACIONES POR LLUVIAS. ( CAPACITACION ),Tulij· Tseltal-Chol,YajalÛn,EMILIANO ZAPATA
Verificaciones,"mayo 12, 2015",Acciones de PrevenciÛn,58.369,52,8,20.071,67,15,"16,31","-91,99",LIMPIEZA DE COLADERAS,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 13, 2015",HidrometeorolÛgicos,58.413,1,1,5.226,55,10,"15,13","-92,50",TRABAJOS DE MITIGACION DE RIESGOS POR FENOMENOS HIDROMETEREOLOGICOS,Soconusco,Huixtla,TZINACAL BUENOS AIRES
PrecipitaciÛn,"mayo 15, 2015",HidrometeorolÛgicos,58.504,1,1,20.119,115,1,"16,75","-93,11",LECTURA DEL PROCEDA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 15, 2015",HidrometeorolÛgicos,58.536,1,1,251,115,1,"16,75","-93,11",LLUVIAS EN TUXTLA GUTIERREZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"mayo 15, 2015",Acciones de PrevenciÛn,58.541,52,8,20.119,115,1,"16,78","-93,10",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"mayo 15, 2015",Acciones de PrevenciÛn,58.543,52,8,20.119,115,1,"16,77","-93,11",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"mayo 15, 2015",Acciones de PrevenciÛn,58.544,52,8,20.119,115,1,"16,76","-93,12",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 15, 2015",HidrometeorolÛgicos,58.548,1,1,20.119,115,1,"16,75","-93,11",AFECTACION EN VIVIENDA POR TAPONAMIENTO DE DRENAJE.,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"mayo 15, 2015",Acciones de PrevenciÛn,58.552,52,8,20.119,115,1,"16,76","-93,11",ENCHARCAMIENTO DE DOMICILIO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"mayo 28, 2015",Acciones de PrevenciÛn,59.027,52,8,20.119,115,1,"16,75","-93,07",INUNDACION DE VIVIENDA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"mayo 28, 2015",Acciones de PrevenciÛn,59.028,52,8,20.119,115,1,"16,76","-93,11",INUNCACION DE VIVIENDA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 2, 2015",HidrometeorolÛgicos,59.19,1,1,20.038,34,15,"16,24","-92,12",ENCHARCAMIENTOS,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
Verificaciones,"junio 3, 2015",Acciones de PrevenciÛn,59.209,52,8,20.087,83,8,"17,52","-93,12",VERIFICACI”N Y VALIDACI”N DE REFUGIOS TEMPORALES,Norte,Pichucalco,CABECERA MUNICIPAL
Verificaciones,"junio 3, 2015",Acciones de PrevenciÛn,59.23,52,8,20.024,20,8,"17,37","-92,82",LIMPIEZA DE ALCANTARILLAS Y DRENES PLUVIALES PARA REDUCIR RIESGOS DE INUNDACIONES,Norte,Amat·n,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 7, 2015",HidrometeorolÛgicos,59.344,1,1,6.171,104,10,"14,74","-92,28",VIVIENDA AFECTADA POR LLUVIA,Soconusco,Tapachula,CONGREGACI”N REFORMA
PrecipitaciÛn,"junio 7, 2015",HidrometeorolÛgicos,59.361,1,1,251,115,1,"16,76","-93,11",LLUVIAS EN TUXTLA GUTI…RREZ.,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"junio 7, 2015",Acciones de PrevenciÛn,59.364,52,8,20.119,115,1,"16,74","-93,11",EMERGENCIAS POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
